고유번호,순번,주주,관계,지분율
00544452,6,개인,특수관계인,0.01
00544452,7,개인,,47.97
00544452,8,개인,,
00544452,9,개인,,47.97
00544452,10,개인,,
00872984,0,개인,최대주주 본인,28.85
00872984,1,개인,최대주주 친인척,0.0
00872984,2,개인,대표이사,0.0
00872984,3,개인,사내이사,0.0
00872984,4,개인,,28.85
00872984,5,개인,,
00165583,0,개인,최대주주 본인,12.78
00165583,1,개인,최대주주의 손자,0.03
00165583,2,"재단법인
송강재단",출연 재단,0.8
00165583,3,개인,최대주주의 제,9.77
00165583,4,개인,최대주주의 제,10.14
00165583,5,개인,최대주주의 매,2.99
00165583,6,개인,최대주주의 자,5.0
00165583,7,개인,최대주주의 질녀,1.07
00165583,8,개인,최대주주의 질녀,1.07
00165583,9,개인,최대주주의 질녀,0.86
00165583,10,개인,최대주주의 질녀,0.86
00165583,11,개인,,45.36
00165583,12,개인,,
00540605,0,(주)이랜드월드,"최대주주
본인",43.42
00540605,1,(주)이랜드파크,계열회사,19.22
00540605,2,개인,특수관계인,0.0
00540605,3,개인,,
00540605,4,개인,,62.64
00106881,0,글로벌세아(주),본인,63.51
00106881,1,세아상역(주),특수관계인(계열회사),0.0
00106881,2,개인,,63.51
00106881,3,개인,,
00105101,0,개인,본인,8.26
00105101,1,개인,친인척,1.52
00105101,2,개인,친인척,1.31
00105101,3,개인,친인척,1.06
00105101,4,개인,친인척,0.74
00105101,5,개인,친인척,0.65
00105101,6,개인,친인척,0.51
00105101,7,개인,친인척,0.49
00105101,8,개인,친인척,0.27
00105101,9,개인,친인척,0.22
00105101,10,개인,친인척,0.17
00105101,11,개인,친인척,5.5
00105101,12,개인,친인척,0.17
00105101,13,개인,친인척,0.11
00105101,14,개인,친인척,0.11
00105101,15,개인,친인척,0.11
00105101,16,개인,친인척,0.05
00105101,17,개인,친인척,0.0
00105101,18,개인,등기임원,0.28
00105101,19,개인,등기임원,0.27
00105101,20,"INVENI Co., Ltd.",자기주식,10.35
00105101,21,개인,친인척,3.91
00105101,22,개인,친인척,3.91
00105101,23,개인,친인척,3.33
00105101,24,개인,친인척,3.32
00105101,25,개인,친인척,2.57
00105101,26,개인,친인척,2.03
00105101,27,개인,친인척,1.98
00105101,28,개인,,53.2
00105101,29,개인,,
00369170,0,(주)코리아써키트,본인,30.56
00369170,1,시그네틱스(주),특수관계인,1.42
00369170,2,고려아연(주),특수관계인,6.01
00369170,3,영풍전자(주),특수관계인,9.72
00369170,4,씨케이(유),특수관계인,0.0
00369170,5,개인,,47.72
00369170,6,개인,,
00148276,0,개인,본인,25.24
00148276,1,개인,특수관계인,3.04
00148276,2,"삼성생명
(특별계정)",특수관계인,0.18
00148276,3,개인,특수관계인,0.01
00148276,4,개인,특수관계인,0.0
00148276,5,개인,특수관계인,0.0
00148276,6,개인,,28.47
00148276,7,개인,,
00555874,0,에이케이홀딩스(주),최대주주,50.37
00555874,1,애경자산관리(주),최대주주등,3.22
00555874,2,개인,발행회사임원,0.0
00555874,3,개인,계열회사임원,0.0
00555874,4,개인,계열회사임원,0.01
00555874,5,개인,계열회사임원,0.0
00555874,6,개인,계열회사임원,0.02
00555874,7,개인,,53.63
00555874,8,개인,,
00150633,0,(주)현대백화점,본인,38.0
00150633,1,개인,특수관계인,6.84
00150633,2,개인,,44.85
00150633,3,개인,,
00500254,0,개인,최대주주,4.68
00500254,1,개인,특수관계인,2.69
00500254,2,개인,특수관계인,1.08
00500254,3,개인,특수관계인,1.03
00500254,4,개인,특수관계인,0.3
00500254,5,개인,특수관계인,0.02
00500254,6,개인,특수관계인,2.37
00500254,7,개인,특수관계인,0.03
00500254,8,개인,특수관계인,2.16
00500254,9,개인,특수관계인,0.28
00500254,10,개인,특수관계인,2.26
00500254,11,개인,특수관계인,2.1
00500254,12,개인,특수관계인,0.5
00500254,13,개인,특수관계인,0.33
00500254,14,개인,특수관계인,0.53
00500254,15,개인,특수관계인,5.26
00500254,16,개인,특수관계인,0.99
00500254,17,개인,특수관계인,0.14
00500254,18,개인,특수관계인,0.35
00500254,19,개인,특수관계인,0.01
00500254,20,개인,특수관계인,0.53
00500254,21,개인,특수관계인,0.01
00500254,22,개인,특수관계인,1.65
00500254,23,개인,특수관계인,1.65
00500254,24,개인,특수관계인,0.1
00500254,25,개인,특수관계인,0.36
00500254,26,개인,특수관계인,0.12
00500254,27,개인,특수관계인,1.16
00500254,28,개인,특수관계인,0.75
00500254,29,개인,특수관계인,0.78
00500254,30,개인,특수관계인,0.77
00500254,31,개인,특수관계인,4.71
00500254,32,개인,특수관계인,0.27
00500254,33,개인,특수관계인,0.0
00500254,34,개인,특수관계인,0.03
00500254,35,개인,특수관계인,1.37
00500254,36,개인,특수관계인,0.75
00500254,37,개인,특수관계인,1.37
00500254,38,개인,특수관계인,0.83
00500254,39,개인,특수관계인,2.12
00500254,40,개인,특수관계인,0.6
00500254,41,개인,특수관계인,0.01
00500254,42,개인,특수관계인,0.0
00500254,43,개인,특수관계인,0.0
00500254,44,개인,특수관계인,1.79
00500254,45,개인,특수관계인,0.06
00500254,46,개인,특수관계인,0.01
00500254,47,개인,특수관계인,0.01
00500254,48,개인,특수관계인,0.12
00500254,49,사회복지법인 동행복지재단,특수관계인,1.62
00500254,50,재단법인 허지영장학재단,특수관계인,0.06
00500254,51,삼양통상주식회사,특수관계인,0.12
00500254,52,GS네오텍주식회사,특수관계인,0.08
00500254,53,(주)승산,특수관계인,0.3
00500254,54,재단법인 남촌재단,특수관계인,0.08
00500254,55,개인,특수관계인,0.63
00500254,56,개인,특수관계인,0.01
00500254,57,개인,특수관계인,1.41
00500254,58,개인,특수관계인,0.25
00500254,59,개인,,53.59
00500254,60,개인,,
00138190,0,(주)지에스,최대주주,50.7
00138190,1,개인,등기임원,0.06
00138190,2,개인,등기임원,0.02
00138190,3,개인,,50.78
00138190,4,개인,,
00140177,0,(주)GS,최대주주,58.62
00140177,1,개인,특수관계자,0.0
00140177,2,개인,특수관계자,0.0
00140177,3,개인,,58.62
00140177,4,개인,,
00248053,0,(주)GS글로벌,본인,67.53
00248053,1,(주)GS글로벌,본인,6.14
00248053,2,개인,,67.53
00248053,3,개인,,6.14
01882845,0,㈜GS,최대주주,58.62
01882845,1,개인,특수관계자,0.0
01882845,2,개인,,58.62
01882845,3,개인,,
00258102,0,"(주)크레오에스지(구, ㈜큐로컴)",최대주주,34.01
00258102,1,케이파트너스(주),관계사,5.14
00258102,2,큐캐피탈파트너스(주),종속회사,2.14
00258102,3,개인,,41.29
00258102,4,개인,,
00653024,0,(주)대한항공,최대주주,54.91
00653024,1,개인,계열사 임원,0.0
00653024,2,개인,계열사 임원,0.01
00653024,3,개인,계열사 임원,0.0
00653024,4,개인,계열사 임원,0.0
00653024,5,개인,계열사 임원,0.01
00653024,6,개인,계열사 임원,0.0
00653024,7,개인,계열사 임원,0.0
00653024,8,개인,,54.93
00653024,9,개인,,
00299464,0,큐씨피미디어홀딩스(유),최대주주,45.04
00299464,1,개인,,45.04
00299464,2,개인,,
00258801,0,개인,본인,13.28
00258801,1,개인,특수관계인,0.02
00258801,2,개인,특수관계인,0.0
00258801,3,개인,특수관계인,0.0
00258801,4,개인,특수관계인,0.02
00258801,5,개인,특수관계인,0.0
00258801,6,개인,특수관계인,0.0
00258801,7,개인,특수관계인,0.0
00258801,8,개인,특수관계인,0.01
00258801,9,개인,특수관계인,0.0
00258801,10,개인,특수관계인,0.0
00258801,11,㈜케이큐브홀딩스,특수관계인,10.45
00258801,12,개인,특수관계인,0.0
00258801,13,개인,특수관계인,0.0
00258801,14,개인,특수관계인,0.0
00258801,15,개인,특수관계인,0.0
00258801,16,개인,특수관계인,0.0
00258801,17,개인,특수관계인,0.0
00258801,18,개인,특수관계인,0.0
00258801,19,개인,특수관계인,0.0
00258801,20,개인,특수관계인,0.0
00258801,21,개인,특수관계인,0.0
00258801,22,개인,특수관계인,0.0
00258801,23,개인,특수관계인,0.06
00258801,24,개인,특수관계인,0.02
00258801,25,개인,특수관계인,0.0
00258801,26,개인,특수관계인,0.0
00258801,27,개인,특수관계인,0.01
00258801,28,개인,특수관계인,0.0
00258801,29,개인,특수관계인,0.0
00258801,30,개인,특수관계인,0.0
00258801,31,개인,특수관계인,0.0
00258801,32,개인,특수관계인,0.0
00258801,33,개인,특수관계인,0.0
00258801,34,개인,특수관계인,0.0
00258801,35,개인,특수관계인,0.0
00258801,36,개인,특수관계인,0.0
00258801,37,개인,특수관계인,0.0
00258801,38,개인,특수관계인,0.0
00258801,39,개인,특수관계인,0.0
00258801,40,개인,특수관계인,0.0
00258801,41,개인,특수관계인,0.0
00258801,42,개인,특수관계인,0.0
00258801,43,개인,특수관계인,0.0
00258801,44,개인,특수관계인,0.0
00258801,45,개인,특수관계인,0.0
00258801,46,개인,특수관계인,0.0
00258801,47,개인,특수관계인,0.0
00258801,48,개인,특수관계인,0.0
00258801,49,개인,특수관계인,0.0
00258801,50,개인,특수관계인,0.0
00258801,51,개인,특수관계인,0.05
00258801,52,개인,특수관계인,0.0
00258801,53,개인,특수관계인,0.0
00258801,54,개인,특수관계인,0.0
00258801,55,개인,특수관계인,0.02
00258801,56,개인,특수관계인,0.0
00258801,57,개인,특수관계인,0.0
00258801,58,개인,특수관계인,0.01
00258801,59,개인,특수관계인,0.0
00258801,60,개인,특수관계인,0.0
00258801,61,개인,특수관계인,0.0
00258801,62,개인,특수관계인,0.0
00258801,63,개인,특수관계인,0.0
00258801,64,개인,특수관계인,0.0
00258801,65,개인,특수관계인,0.0
00258801,66,개인,특수관계인,0.06
00258801,67,개인,특수관계인,0.0
00258801,68,개인,특수관계인,0.0
00258801,69,개인,특수관계인,0.0
00258801,70,개인,특수관계인,0.0
00258801,71,개인,특수관계인,0.0
00258801,72,개인,특수관계인,0.0
00258801,73,개인,특수관계인,0.0
00258801,74,개인,특수관계인,0.0
00258801,75,개인,특수관계인,0.0
00258801,76,개인,특수관계인,0.0
00258801,77,개인,특수관계인,0.06
00258801,78,개인,특수관계인,0.0
00258801,79,개인,특수관계인,0.0
00258801,80,개인,특수관계인,0.0
00258801,81,개인,특수관계인,0.0
00258801,82,개인,특수관계인,0.0
00258801,83,개인,특수관계인,0.0
00258801,84,개인,특수관계인,0.0
00258801,85,개인,특수관계인,0.0
00258801,86,개인,특수관계인,0.0
00258801,87,개인,특수관계인,0.0
00258801,88,개인,특수관계인,0.0
00258801,89,개인,특수관계인,0.0
00258801,90,개인,,24.1
00258801,91,개인,,
01137383,0,㈜카카오,최대주주,37.57
01137383,1,개인,특수관계인,0.04
01137383,2,개인,특수관계인,0.03
01137383,3,개인,특수관계인,0.01
01137383,4,개인,특수관계인,0.0
01137383,5,개인,특수관계인,0.01
01137383,6,개인,특수관계인,0.01
01137383,7,개인,특수관계인,0.0
01137383,8,개인,특수관계인,0.0
01137383,9,개인,특수관계인,0.0
01137383,10,개인,특수관계인,0.0
01137383,11,㈜케이큐브홀딩스,특수관계인,0.83
01137383,12,개인,특수관계인,0.0
01137383,13,개인,특수관계인,6.0
01137383,14,개인,특수관계인,0.41
01137383,15,개인,특수관계인,0.0
01137383,16,개인,특수관계인,0.16
01137383,17,개인,특수관계인,0.0
01137383,18,개인,특수관계인,0.0
01137383,19,개인,특수관계인,0.04
01137383,20,개인,,45.1
01137383,21,개인,,0.0
01133217,0,(주)카카오,최대주주,27.16
01133217,1,개인,,27.16
01133217,2,개인,,
01244601,0,㈜카카오,최대주주,46.14
01244601,1,개인,특수관계인,0.04
01244601,2,개인,특수관계인,0.01
01244601,3,개인,,46.18
01244601,4,개인,,
01187148,0,(주)원익홀딩스,최대주주,31.77
01187148,1,개인,계열회사 임원,0.0
01187148,2,개인,계열회사 임원,0.08
01187148,3,개인,계열회사 임원,0.0
01187148,4,개인,,31.85
01187148,5,개인,,0.0
01203312,0,비씨카드㈜,최대주주,33.72
01203312,1,개인,,33.72
01203312,2,개인,,
00105271,0,개인,본인,20.0
00105271,1,개인,혈족3촌,0.26
00105271,2,개인,혈족3촌,0.17
00105271,3,개인,혈족3촌,0.02
00105271,4,개인,혈족3촌,0.02
00105271,5,서전문화재단법인,출연 재단,3.0
00105271,6,개인,혈족2촌,2.8
00105271,7,개인,혈족2촌,6.31
00105271,8,개인,혈족5촌,0.21
00105271,9,개인,혈족5촌,0.14
00105271,10,개인,배우자,0.01
00105271,11,개인,인척2촌,0.0
00105271,12,개인,혈족1촌,1.03
00105271,13,개인,혈족1촌,1.03
00105271,14,개인,,35.01
00105271,15,개인,,
00105466,0,(주)케이씨씨,최대주주,36.03
00105466,1,개인,"계열회사
대표이사",29.99
00105466,2,개인,특수관계인,1.5
00105466,3,개인,특수관계인,1.49
00105466,4,세우실업(주),계열회사,0.26
00105466,5,개인,,69.27
00105466,6,개인,,
01428203,0,개인,본인,27.15
01428203,1,개인,혈족1촌,0.3
01428203,2,개인,혈족1촌,0.3
01428203,3,개인,혈족1촌,0.3
01428203,4,개인,혈족3촌,0.09
01428203,5,개인,혈족1촌,2.95
01428203,6,개인,혈족1촌,0.93
01428203,7,(주)케이씨씨,계열회사,2.99
01428203,8,개인,임원,0.0
01428203,9,개인,혈족2촌,5.78
01428203,10,개인,혈족2촌,2.76
01428203,11,개인,혈족5촌,0.11
01428203,12,개인,혈족5촌,0.0
01428203,13,개인,혈족2촌 배우자,0.0
01428203,14,개인,배우자,0.43
01428203,15,개인,혈족3촌,0.15
01428203,16,개인,혈족3촌,0.33
01428203,17,개인,,44.58
01428203,18,개인,,
00103042,0,개인,"변경 후 
최대주주",5.87
00103042,1,개인,특수관계인,1.18
00103042,2,개인,특수관계인,2.33
00103042,3,개인,특수관계인,1.15
00103042,4,개인,"변경 전 
최대주주",0.0
00103042,5,개인,특수관계인,7.17
00103042,6,개인,특수관계인,0.28
00103042,7,개인,특수관계인,0.0
00103042,8,개인,특수관계인,0.13
00103042,9,개인,특수관계인,1.02
00103042,10,개인,특수관계인,3.05
00103042,11,개인,특수관계인,1.13
00103042,12,개인,,23.32
00103042,13,개인,,
00606664,0,(주)비지에프에코머티리얼즈,최대주주 본인,56.75
00606664,1,개인,,56.75
00606664,2,개인,,
00264547,0,KG케미칼(주),최대주주,40.09
00264547,1,개인,특수관계인,1.08
00264547,2,재단법인선현,특수관계인,0.17
00264547,3,개인,특수관계인,0.04
00264547,4,개인,특수관계인,0.04
00264547,5,개인,특수관계인,0.0
00264547,6,개인,,41.42
00264547,7,개인,,
00405278,0,(주)KG이니시스,최대주주,51.45
00405278,1,개인,특수관계인,0.07
00405278,2,개인,특수관계인,0.01
00405278,3,이데일리(주),특수관계인,0.06
00405278,4,(주)케이스마트인슈,특수관계인,0.03
00405278,5,개인,특수관계인,0.01
00405278,6,개인,,51.63
00405278,7,개인,,
00190321,0,현대자동차㈜,본인,4.86
00190321,1,현대모비스㈜,특수관계인,3.21
00190321,2,개인,,8.07
00190321,3,개인,,
00486097,0,(주)케이티,최대주주,43.06
00486097,1,개인,계열회사 임원,0.17
00486097,2,개인,계열회사 임원,0.17
00486097,3,개인,계열회사 임원,0.02
00486097,4,개인,계열회사 임원,0.01
00486097,5,개인,,43.43
00486097,6,개인,,43.43
00349097,0,(주)케이티,최대주주,50.31
00349097,1,개인,,50.31
00349097,2,개인,,
00372882,0,(주)케이티아이에스,최대주주,11.61
00372882,1,(주)케이티알파,계열회사,11.25
00372882,2,(주)케이티,최대주주의 최대주주,7.44
00372882,3,개인,,30.3
00372882,4,개인,,
00372873,0,(주)케이티,최대주주본인,29.3
00372873,1,개인,,29.3
00372873,2,개인,,
00260958,0,(주)케이티,본인,70.49
00260958,1,(주)케이티아이에스,계열회사,2.48
00260958,2,개인,미등기임원,0.01
00260958,3,개인,미등기임원,0.03
00260958,4,개인,,73.01
00260958,5,개인,,
00244455,0,중소기업은행,본인,8.06
00244455,1,개인,,8.06
00244455,2,개인,,
00223762,0,㈜케이티스튜디오지니,최대주주,35.97
00223762,1,개인,"최대주주의
계열회사 임원",0.04
00223762,2,개인,,36.01
00223762,3,개인,,
00152686,0,(주)영풍,최대주주,39.75
00152686,1,(주)영풍,최대주주,43.12
00152686,2,씨케이(유),계열사,0.02
00152686,3,개인,특수관계인,0.12
00152686,4,개인,특수관계인,1.64
00152686,5,개인,특수관계인,6.78
00152686,6,개인,특수관계인,2.21
00152686,7,에이치씨유한회사,계열사,2.81
00152686,8,개인,,53.33
00152686,9,개인,,43.12
00152862,0,개인,최대주주 본인,48.69
00152862,1,개인,발행회사임원,0.04
00152862,2,개인,발행회사임원,0.02
00152862,3,개인,최대주주의 친인척,0.0
00152862,4,개인,최대주주의 친인척,0.46
00152862,5,개인,최대주주의 친인척,0.71
00152862,6,개인,최대주주의 친인척,0.71
00152862,7,개인,계열회사임원,0.0
00152862,8,오운문화재단,계열단체,0.15
00152862,9,개인,,50.77
00152862,10,개인,,0.02
00203315,0,중앙피앤아이 주식회사,최대주주,38.63
00203315,1,중앙일보 주식회사,특수관계인,2.44
00203315,2,개인,특수관계인,1.17
00203315,3,개인,,42.24
00203315,4,개인,,
00296324,0,케이파트너스(주),본인,29.49
00296324,1,개인,특수관계인,0.15
00296324,2,(주)지엔코,계열회사,8.98
00296324,3,(주)크레오에스지,계열회사,8.29
00296324,4,큐캐피탈파트너스(주),계열회사,3.97
00296324,5,개인,특수관계인,2.84
00296324,6,개인,특수관계인,2.84
00296324,7,(주)원업플러스,계열회사,1.95
00296324,8,(주)큐로에프앤비,계열회사,0.71
00296324,9,개인,계열회사임원,0.2
00296324,10,개인,,59.43
00296324,11,개인,,
00760971,0,개인,본인,15.05
00760971,1,개인,계열회사 등기임원,0.03
00760971,2,개인,계열회사 등기임원,0.03
00760971,3,개인,계열회사 등기임원,0.01
00760971,4,개인,계열회사 등기임원,0.01
00760971,5,개인,계열회사 등기임원,0.0
00760971,6,개인,계열회사 등기임원,0.0
00760971,7,개인,계열회사 등기임원,0.01
00760971,8,개인,계열회사 등기임원,0.01
00760971,9,개인,계열회사 등기임원,0.0
00760971,10,개인,계열회사 등기임원,0.0
00760971,11,개인,배우자,0.61
00760971,12,개인,계열회사 등기임원,0.0
00760971,13,개인,계열회사 등기임원,0.01
00760971,14,개인,계열회사 등기임원,0.0
00760971,15,개인,계열회사 등기임원,0.0
00760971,16,개인,계열회사 등기임원,0.0
00760971,17,개인,계열회사 등기임원,0.0
00760971,18,개인,계열회사 등기임원,0.02
00760971,19,개인,계열회사 등기임원,1.5
00760971,20,개인,계열회사 등기임원,0.0
00760971,21,개인,계열회사 등기임원,0.0
00760971,22,개인,친인척,0.0
00760971,23,개인,계열회사 등기임원,0.0
00760971,24,개인,계열회사 등기임원,0.0
00760971,25,개인,계열회사 등기임원,0.0
00760971,26,개인,계열회사 등기임원,0.0
00760971,27,개인,계열회사 등기임원,0.0
00760971,28,개인,계열회사 등기임원,0.0
00760971,29,㈜본엔젤스벤처파트너스,계열회사,1.99
00760971,30,개인,계열회사 등기임원,0.28
00760971,31,개인,계열회사 등기임원,0.02
00760971,32,㈜넵튠,계열회사,0.91
00760971,33,개인,친인척,0.0
00760971,34,개인,발행회사 등기임원,1.17
00760971,35,개인,발행회사 등기임원,0.0
00760971,36,개인,계열회사 등기임원,0.0
00760971,37,개인,계열회사 등기임원,0.19
00760971,38,개인,계열회사 등기임원,0.04
00760971,39,개인,,21.89
00760971,40,개인,,0.0
00346407,0,(주)큐로홀딩스,최대주주,20.26
00346407,1,케이파트너스(주),특수관계인,10.12
00346407,2,(주)지엔코,특수관계인,7.16
00346407,3,큐캐피탈파트너스(주),특수관계인,4.03
00346407,4,개인,특수관계인,0.67
00346407,5,개인,특수관계인,0.01
00346407,6,개인,,42.25
00346407,7,개인,,
00140131,0,(주)다우데이타,최대주주,36.56
00140131,1,개인,계열사 임원,0.16
00140131,2,개인,계열사 임원,0.05
00140131,3,개인,계열사 임원,0.04
00140131,4,(주)다우기술,계열사,3.7
00140131,5,(주)이머니,계열사,2.13
00140131,6,개인,계열사 임원,0.67
00140131,7,개인,계열사 임원,0.87
00140131,8,개인,발행회사 임원,0.0
00140131,9,개인,발행회사 임원,0.11
00140131,10,개인,계열사 임원,0.08
00140131,11,개인,계열사 임원,0.15
00140131,12,개인,,44.53
00140131,13,개인,,
00353762,0,(주)에스엠엔터테인먼트,최대주주,28.22
00353762,1,"S.M.ENTERTAINMENT JAPAN, Inc.",최대주주의 특수관계인,5.3
00353762,2,개인,,33.52
00353762,3,개인,,
00153861,0,티와이홀딩스,최대주주,58.22
00153861,1,개인,특수관계인,0.01
00153861,2,개인,특수관계인,0.0
00153861,3,개인,특수관계인,0.0
00153861,4,서암윤세영재단,특수관계인,0.46
00153861,5,개인,,58.7
00153861,6,개인,,0.0
00256955,0,(주)한솔케미칼,본인,44.89
00256955,1,개인,등기임원,0.02
00256955,2,개인,계열회사임원,0.08
00256955,3,개인,,44.99
00256955,4,개인,,0.0
00814786,0,(주)초록뱀미디어,최대주주,64.31
00814786,1,(주)초록뱀미디어,최대주주,0.0
00814786,2,개인,,64.31
00814786,3,개인,,0.0
00261887,0,(주)원익홀딩스,최대주주,63.5
00261887,1,개인,,63.5
00261887,2,개인,,0.0
01497869,0,개인,본인,25.44
01497869,1,개인,배우자,2.24
01497869,2,개인,친족,0.53
01497869,3,서암윤세영재단,장학재단,5.43
01497869,4,개인,,33.63
01497869,5,개인,,
00671376,0,(주)티웨이항공,발행회사,0.06
00671376,1,개인,발행회사 임원,0.02
00671376,2,개인,발행회사 임원,0.02
00671376,3,개인,발행회사 임원,0.05
00671376,4,개인,발행회사 임원,0.0
00671376,5,개인,발행회사 임원,0.0
00671376,6,개인,발행회사 임원,0.0
00671376,7,(주)예림당,-,0.0
00671376,8,개인,-,0.0
00671376,9,개인,-,0.0
00671376,10,개인,-,0.0
00671376,11,(주)소노인터내셔널,최대주주 본인,43.58
00671376,12,(주)티웨이홀딩스,계열회사,17.96
00671376,13,(주)소노스퀘어,계열회사,9.48
00671376,14,개인,계열회사 임원,0.02
00671376,15,개인,발행회사 임원,0.0
00671376,16,개인,발행회사 임원,0.03
00671376,17,개인,발행회사 임원,0.02
00671376,18,개인,발행회사 임원,0.01
00671376,19,개인,,71.25
00671376,20,개인,,
00109514,0,(주)소노인터내셔널,최대주주,46.26
00109514,1,개인,,46.26
00109514,2,개인,,
00693554,0,에스엠인더스트리(주),최대주주 본인,32.86
00693554,1,(주)우방,특수관계인,15.03
00693554,2,개인,,47.89
00693554,3,개인,,
00171265,0,(주)파라다이스글로벌,본인,37.62
00171265,1,학교법인 계원학원,계열 비영리법인,4.03
00171265,2,파라다이스복지재단,계열 비영리법인,1.0
00171265,3,개인,특수관계인,1.87
00171265,4,개인,본인의 최대주주,0.45
00171265,5,개인,특수관계인,0.28
00171265,6,개인,계열회사 임원,0.0
00171265,7,개인,계열회사 임원,0.01
00171265,8,개인,계열회사 임원,0.01
00171265,9,개인,,45.26
00171265,10,개인,,
00260408,0,(주)하림지주,최대주주,56.34
00260408,1,개인,계열사 임원,0.19
00260408,2,개인,등기임원,0.01
00260408,3,개인,계열사 임원,0.01
00260408,4,개인,계열사 임원,0.02
00260408,5,개인,계열사 임원,0.01
00260408,6,개인,계열사 임원,0.05
00260408,7,개인,,56.63
00260408,8,개인,,
00155212,0,포스코홀딩스,최대주주,65.38
00155212,1,개인,최대주주의 비영리법인,0.0
00155212,2,개인,(전)대표이사 사장,0.0
00155212,3,개인,대표이사 사장,0.0
00155212,4,개인,사내이사,0.0
00155212,5,개인,,65.38
00155212,6,개인,,
00128111,0,(주)포스코,최대주주,48.85
00128111,1,(재)포스코청암재단,특수관계인,1.8
00128111,2,개인,,50.65
00128111,3,개인,,
00124504,0,포스코홀딩스(주),최대주주,70.71
00124504,1,학교법인 포항공과대학교,기타,0.0
00124504,2,개인,등기임원,0.01
00124504,3,개인,등기임원,0.0
00124504,4,개인,,70.72
00124504,5,개인,,
00155276,0,포스코홀딩스(주),최대주주,58.2
00155276,1,개인,기타,2.4
00155276,2,개인,등기임원,0.0
00155276,3,개인,등기임원,0.0
00155276,4,개인,등기임원,0.0
00155276,5,개인,등기임원,0.0
00155276,6,개인,등기임원,0.0
00155276,7,개인,,60.6
00155276,8,개인,,
00124805,0,개인,최대주주 본인,17.22
00124805,1,개인,출자법인,16.2
00124805,2,개인,최대주주의 모,14.74
00124805,3,개인,출자법인,7.21
00124805,4,개인,최대주주의 매,3.29
00124805,5,개인,최대주주의 매,3.24
00124805,6,개인,출자법인의 임원,0.4
00124805,7,개인,출자법인,0.07
00124805,8,개인,,62.38
00124805,9,개인,,
00857727,0,(주)하림지주,최대주주,57.37
00857727,1,개인,대표이사,1.23
00857727,2,개인,계열사임원,0.29
00857727,3,개인,계열사임원,0.0
00857727,4,개인,계열사임원,0.0
00857727,5,(주)하림,자기주식,0.02
00857727,6,개인,,58.91
00857727,7,개인,,
00148364,0,개인,최대주주,21.1
00148364,1,개인,특별관계자(친인척),0.03
00148364,2,개인,계열회사 임원,0.06
00148364,3,개인,계열회사 임원,0.02
00148364,4,개인,계열회사 임원,0.0
00148364,5,개인,계열회사 임원,0.0
00148364,6,개인,계열회사 임원,0.0
00148364,7,개인,계열회사 임원,0.01
00148364,8,개인,특별관계자(친인척),0.0
00148364,9,개인,특별관계자(친인척),0.0
00148364,10,개인,특별관계자(친인척),0.0
00148364,11,(주)한국바이오텍,계열회사,18.0
00148364,12,개인,계열회사 임원,0.01
00148364,13,개인,계열회사 임원,0.0
00148364,14,개인,특별관계자(친인척),0.02
00148364,15,개인,계열회사 임원,0.0
00148364,16,개인,계열회사 임원,0.0
00148364,17,개인,계열회사 임원,0.01
00148364,18,(주)올품,계열회사,5.78
00148364,19,(주)경우,계열회사,1.27
00148364,20,농업회사법인(주)익산,계열회사,0.73
00148364,21,(주)에코캐피탈,계열회사,0.24
00148364,22,개인,계열회사 임원,2.52
00148364,23,개인,특별관계자(친인척),0.01
00148364,24,개인,계열회사 임원,0.0
00148364,25,개인,,49.81
00148364,26,개인,,
01204056,0,개인,최대주주,30.86
01204056,1,개인,"계열회사
등기임원",0.0
01204056,2,개인,"계열회사
등기임원",0.0
01204056,3,개인,"계열회사
등기임원",0.0
01204056,4,개인,"계열회사
등기임원",0.0
01204056,5,개인,"계열회사
등기임원",0.0
01204056,6,개인,"계열회사
등기임원",0.0
01204056,7,개인,"계열회사
등기임원",0.0
01204056,8,개인,"계열회사
등기임원",0.0
01204056,9,개인,"계열회사
등기임원",0.0
01204056,10,개인,"계열회사
등기임원",0.0
01204056,11,개인,등기임원,0.0
01204056,12,개인,"계열회사
등기임원",0.0
01204056,13,개인,"계열회사
등기임원",0.0
01204056,14,개인,"계열회사
등기임원",0.0
01204056,15,개인,"계열회사
등기임원",0.0
01204056,16,개인,"최대주주의
특수관계인",0.0
01204056,17,개인,"최대주주의
특수관계인",0.0
01204056,18,개인,등기임원,0.85
01204056,19,개인,등기임원,0.0
01204056,20,개인,등기임원,0.0
01204056,21,개인,"계열회사
등기임원",0.0
01204056,22,개인,"계열회사
등기임원",0.0
01204056,23,개인,"계열회사
등기임원",0.0
01204056,24,개인,"계열회사
등기임원",0.0
01204056,25,개인,,31.75
01204056,26,개인,,
00188089,0,(주)현대홈쇼핑,본 인,40.5
00188089,1,개인,,40.5
00188089,2,개인,,
00140955,0,국민연금공단,본인 및 특수관계인,13.1
00140955,1,개인,,13.1
00140955,2,개인,,
00203582,0,한솔홀딩스(주),본인,23.32
00203582,1,개인,관계사임원,0.14
00203582,2,개인,발행회사임원,0.13
00203582,3,개인,발행회사임원,0.06
00203582,4,개인,,23.66
00203582,5,개인,,
00163512,0,개인,본인,30.2
00163512,1,개인,계열회사임원,0.0
00163512,2,개인,계열회사임원,0.01
00163512,3,개인,계열회사임원,0.01
