record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,observation_id,commodity_code,observed_at,published_at,vintage_date,value,unit,currency,source_id,trust_grade
ext-02-d430f884af0f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a4e588b2ff3b,EXT2-SULFURIC_ACID-202602,SULFURIC_ACID,2026-02-28,2026-03-07,2026-03-07,103.2288,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-59ceb0a0f4ae,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ab068be4077,EXT2-LITHIUM-202602,LITHIUM,2026-02-28,2026-03-07,2026-03-07,22742.6303,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-9bb457e027e4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d752b736f63e,EXT2-COPPER-202603,COPPER,2026-03-31,2026-04-07,2026-04-07,7719.1969,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-e3df95207664,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbf514460e2a,EXT2-NICKEL-202603,NICKEL,2026-03-31,2026-04-07,2026-04-07,9661.8663,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-8cbfd630c415,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27a4c155cc04,EXT2-SULFURIC_ACID-202603,SULFURIC_ACID,2026-03-31,2026-04-07,2026-04-07,103.0001,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-55107b5522c4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0f702e24ea0,EXT2-LITHIUM-202603,LITHIUM,2026-03-31,2026-04-07,2026-04-07,23229.4817,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-2bde6f07526c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23b09d54ed85,EXT2-COPPER-202604,COPPER,2026-04-30,2026-05-07,2026-05-07,7539.3767,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-6b3437e50c3b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d1588d125a51,EXT2-NICKEL-202604,NICKEL,2026-04-30,2026-05-07,2026-05-07,10042.4545,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-07cdc6f205d6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d00c29cc23c5,EXT2-SULFURIC_ACID-202604,SULFURIC_ACID,2026-04-30,2026-05-07,2026-05-07,103.2499,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-fcd724534e99,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c78af779500,EXT2-LITHIUM-202604,LITHIUM,2026-04-30,2026-05-07,2026-05-07,23725.836,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-a6b0c5883c3e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2e87747ed1a0,EXT2-COPPER-202605,COPPER,2026-05-31,2026-06-07,2026-06-07,8199.135,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-c377b60f42c9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9bdd4a350489,EXT2-NICKEL-202605,NICKEL,2026-05-31,2026-06-07,2026-06-07,10409.0168,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-208d215685fe,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5171d56b3f71,EXT2-SULFURIC_ACID-202605,SULFURIC_ACID,2026-05-31,2026-06-07,2026-06-07,103.9681,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-e13d14864268,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ee57cd7e779b,EXT2-LITHIUM-202605,LITHIUM,2026-05-31,2026-06-07,2026-06-07,24225.5715,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-fcfca54dda7e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-83da6bf3fc79,EXT2-COPPER-202606,COPPER,2026-06-30,2026-07-07,2026-07-07,8553.3699,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-b0a194c314a0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fc5f5d489037,EXT2-NICKEL-202606,NICKEL,2026-06-30,2026-07-07,2026-07-07,10907.4095,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-98cefc0024eb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9c3d6f032dcc,EXT2-SULFURIC_ACID-202606,SULFURIC_ACID,2026-06-30,2026-07-07,2026-07-07,105.1261,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-585f25cf2cb0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dbf8a3ce59af,EXT2-LITHIUM-202606,LITHIUM,2026-06-30,2026-07-07,2026-07-07,24722.5251,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-f84ea5034a2b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f00a1db0a3c,EXT2-COPPER-202607,COPPER,2026-07-31,2026-08-07,2026-08-07,8324.3483,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-efca77d68c0a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd4a0adfea1f,EXT2-NICKEL-202607,NICKEL,2026-07-31,2026-08-07,2026-08-07,10745.823,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-97f85b9a141d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1abbd263364c,EXT2-SULFURIC_ACID-202607,SULFURIC_ACID,2026-07-31,2026-08-07,2026-08-07,106.6777,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
ext-02-7b13a28bcb8d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0eb9cf309958,EXT2-LITHIUM-202607,LITHIUM,2026-07-31,2026-08-07,2026-08-07,25210.5678,USD/TON,USD,AFS_SYNTHETIC_REFERENCE,DEMO_ONLY
